title,slogan,address,phone/0,email,web,categories/0,phone/1,categories/1,categories/2,socialNetwork/0,socialNetwork/1,categories/3,phone/2,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,socialNetwork/2,socialNetwork/3,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,,phone/3,phone/4,phone/5,phone/6,phone/7,phone/8,phone/9,categories/20,categories/21,categories/22,categories/23,categories/24,categories/25
ELECTROJUVE,, Av. Barrientos B/ 24 De Septiembre N° 455 ,9336004,,,Instalación de sistemas eléctricos en edificaciones y estructuras de ingeniería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONY,Spa Medic, Avenida La Salle Nº G4A (Canal Isuto) ,3356699,armonyspamedic@hotmail.com,www.armonyspa.web.bo,Bronceado corporal,,Bronceadores,Centros de estética corporal,,,Peluquerías,,Spas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARANA INDUSTRIAL SRL,, Carretera Al Norte Km. 22 N° S/n ,3455101,,,Fabricación de productos metálicos para uso estructural (construcción),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRO LASER DE PIEL ESTETICA AVANZADA MARIA LUZ,, Av.centenario Calle Hermanos Adorno N° 3540 ,3526056,,,Servicios de centros de estética y spa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XURPAS ONLINE & MOBILE S.R.L.,, Calle F Este Av. San Martin N° 285 Edificio: Aquarius 7 Piso: 1er Oficina: 1 ,3448099,,,Estudios de mercado y realización de encuestas de opinión pública,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSA NAUTICA S.R.L.,," Av. El Palmar, Calle Okinawa N° 3060 ",3437584,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CORDILLERANO,, Barrio 2 De Abril Calle Alegria N° 34 ,3364107,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVA ACROPOLIS,Escuela de Filosofía, Calle Potosi Nº 462 ,3325525,oinabol@acropolis.com.bo,www.acropolis.web.bo,Centros culturales,3326103,Escuelas de artes,Escuelas de baile,,,Escuelas educativas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAGRAPH EDICIONES Y PUBLICIDAD S.R.L.,, Av. 4to Anillo N° 4190 ,70913421,,,Actividades de impresión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRO INTEGRAL DE BELLEZA MARY LIZZIE S.R.L.,," Avenida Busch, Diagonal Coop Cre Ltda. N° 655 ",3363839,,,Servicios de peluquería y otros tratamientos de belleza ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKC LEGAL S.R.L.,," Barrio Equipetrol Norte, Calle F Este N° 285 Edificio: Aquiarius 7 Piso: 1 Oficina: 1 ",3394555,,,Servicios jurídicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROKEMVAK RENT A CAR S.R.L.,," Calle Nataniel Aguirre, Barrio Avaroa N° 57 ",343-4802,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPLANT CENTER,|ODONTOLOGÍA INTEGRAL ESPECIALIZADA, Calle: Ballivian Esq. Oruro ,3398688,edithe13@hotmail.com,www.implantcenter.web.bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CEDRO S.R.L.,, Calle Rene Moreno Esq. Republiquetas N° 400 Edificio: Instituto Siglo Xxi Piso: 1 Oficina: 1 ,3271588,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARABRISAS VIDCLA S.R.L.,," Av. El Trompillo, Barrio Los Choferes N° 1089 Edificio: Vidcla ",3326523,,,Fabricación de vidrio y productos de vidrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRO DE ESTETICA NUEVA IMAGEN S.R.L.,, Av.enrique Finot N° 25 ,3352859,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCIO BLANCO NOGALES,," Calle Mexico N° 34""a"" ",76079423,,,"Actividades de fotocopiado, preparación de documentos y otras actividades especi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLS & ASOCIADOS S.R.L.,, Av. Landivar N° 424 ,3334516,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL NEW ALLIANCE,"Canadá, tu puerta al futuro", Calle Seoane Nº 33 Edif. Baldivieso Planta Baja ,3335209,santacruz@emigremos.com,www.globalnewalliance.web.bo,Agencias de empleos,,Bolsa de trabajo,Emigración,,,Estudios en el exterior,,Inmigración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CAMINANTE,, Urbnizacion Cotoca Calle 2 ,3462232,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA BICHO.IND.E.COM,, Av. Parque Industrial N° S/n ,3645242,,,Elaboración de alimentos preparados para animales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRO DE BELLEZA PATRICIA,, C/francisco De Coimbra N° 3100 ,766-87012,,,Servicios de peluquería y otros tratamientos de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBAL SERVICIOS S.R.L.,, Los Lirios N° 100 ,3337364,,,Actividades de agencias de empleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLAM ANTONIO MANRIQUE MERIDA,," Calle Alfredo Jordan, Barrio Fe Y Alegria N° 227 ",3570887,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFITEGAS (EFICIENCIA Y TECNOLOGIA EN GAS),," Calle Sin Nominar, Distrito 9 N° S/n ",,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DON CAMARON,Shopping del camaron, Calle Libertad Nº 687 ,3399411,,www.doncamaron.com.bo,Restaurantes de mariscos y pescados,,Servicios de catering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER KING S.R.L.,, Parque Industrial N° S/n ,3466060,,,"Fabricación de pasta de madera, papel y cartón",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLIVIAN SERVERS,, Av Roque Aguilera N° S/n Edificio: Shopping Neval Piso: 1 Oficina: 43 ,3515893,,,"Reparación de computadoras, servidores informáticos y terminales informáticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-RUEDA,, B/la Colina C/jose PeÑa C. N° 18 ,350-0875,,,Actividades de agencias de cobro y agencias de calificación crediticia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W&V ADVISER & ENTERPRISES AUDITORES Y CONSULTORES DE EMPRESA S.R.L.,," Calle Ayacucho, Barrio Casco Viejo N° 186 Edificio: Santa Cruz Piso: 4to Oficina: 401 ",3352507,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDWIN ESTROMADEIRO VILLARROEL,, Barrio Banzer C/s/n N° S/n ,79867936,,,Otras actividades especializadas de construcción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUSH BEAUTY CENTER,, Av. Bush B/ Centenario N° S/n Edificio: Ic-norte Piso: 1 Oficina: 134 ,3422242,,,Servicios de peluquería y otros tratamientos de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARDERIA ARCO IRIS,Escuela de infantes, Av. Las Palmas Nº 55 ,3525542,ninabolivia@hotmail.com,www.arcoiris.web.bo,Guarderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICARDO GUTIERREZ GUTIERREZ,, Av. San Martin Calle G N° 104 ,3534343,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPELBOL S.R.L.,, Av.caÑoto N° 360 ,3323111,,,"Fabricación de pasta de madera, papel y cartón",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOZ STUDIO,," Calle Seboi, Barrio 12 De Octubre N° 110 ",340-5671,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIFICRUZ,, Av.las Americas N° 510 Edificio: Las Americas Ii Piso: 7 Oficina: 701 ,33284040,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIALTO PATROL SEGURIDAD Y VIGILANCIA,, Avenida Cumavi Av. Principal N° 4305 ,67700444,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BINARIA S.R.L.,, Av. San Martin C/9 Oeste N° 14 ,3360970,,,"Reparación de computadoras, servidores informáticos y terminales informáticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNELLI S.R.L.,," Parque Industrial, Calle S/nombre N° S/n ",3473858,,,Fabricación de muebles y colchones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLADIMIR MONTERO ALGARAÑAZ,," C/bautista Saavedra, Barrio Ñuflo De Chavez N° 3080 ",321-6886,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIFICA GAS,, Calle 2 N° 213 ,3314135,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZONO SALUD,"Ozonoterapia, Homotoxicología, medicina nutricional y estetica", Calle Cabo Doise Nº 88 ,3344606 -3356907,info@ozonoterapia.com.bo,www.ozonoterapia.web.bo,Médicos de medicina alternativa,,Médicos de medicina estética,Salud y nutrición,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANIFICADORA SERAFIN LOPEZ,," Barrio Cotoca, N° S/n. Edificio: S/n. Piso: S/n. Oficina: S/n. ",3485644,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISUARTE S.R.L.,, Avenida Pilcomayo Barrio Ramafa N° 157 ,3392223,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMACO TRADING,"La Casa de las Calaminas, su casa", Av. Cristo Redentor y Tercer Anillo Interno. ,3430023,dimacotrade@hotmail.com,www.lacasadelascalaminas.com,Fábrica de calaminas,,Materiales de construcción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESET S.R.L.,, Barrio Las Americas C/ Cupesi N° S/n ,3278199,,,Actividades de servicios de sistemas de seguridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EDDIE,JOSE Y EDUARDO, CONSTRUCCIONES Y SERVICIOS S.R.L.",," Calle Chuuvi, Barrio Los Angeles N° 2772 ",3464650,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAMBU HAIR & SPA,, Av. Taruma Esq. Buena Vista N° 2095 ,353-3563,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANIFICADORA ARTEPAN,," Villa 1ro De Mayo, Calle 11 Este N° S/n ",3470282,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISION LEGAL,, Teniente Aponte N° 26 Edificio: S/n. Piso: S/n. Oficina: S/n. ,72688888,,,Servicios jurídicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAUL ESTEBAN ANDRADE BENITES,," Av. Paurito,pasillo 1 N°3 N° 3 ",3621690,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALNEARIO POTOSI,," Av. El Palmar, Barrio Santa Cruz N° S/n ",71058588,,,"Actividades de baños turcos, saunas y baños de vapor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL CLASICO,Solo Para Fanaticos, Calle Colón Nº 308 Esq. Pari ,3356720,info@elclasico.web.bo,www.elclasico.web.bo,Artículos deportivos,3356721,Boutiques,Ropa deportiva,,,Ropa juvenil,,Ropa para varones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDCC ARQUITECTURA S.R.L.,, Av. Beni B/ Los Angeles N° S/n Edificio: Condominio Du Nord Piso: 5 Oficina: A ,3-286884,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANIFICACION DEL ORIENTE,, Calle 24 De Septiembre N° 501 ,3332925,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECTEL S.R.L.,, Av. Los Cusis N° 2015 Edificio: Cond. La Candelaria Oficina: Casa 7 ,3407796,,,Instalación de sistemas eléctricos en edificaciones y estructuras de ingeniería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRTUAL MARKETING GR,, C/ Potosi N° 160 ,3305513,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDREY NATALIA REYNAERT,, Calle Aruma Barrio Urbari N° 65 ,3524757,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANASONIC PERUANA S.A. BOLIVIA,, Barrio El Carmen Av. Busch Calle Mariano Zambrana N° 700 ,3417724,,,"Fabricación de acumuladores, pilas y baterías y acumuladores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALIANZA FRANCESA,Instituto de Frances, Calle 24 de Septiembre Nº 36 ,3333392,adminscrz@afbolivia.org,www.afbolivia.web.bo,Centros culturales,,Cursos de idiomas,Institutos de idiomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASTREO SEGURIDAD Y LOGISTICA SATELITAL BOLTRACK S.R.L.,, C/ Nazareth Av.radial 26 N° 3430 Oficina: 1 ,3446868,,,Actividades de servicios de sistemas de seguridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANADERIA Y PASTELERIA PARIS,, Av. Mario Gutierrez N° 33 ,3547305,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETYFLEX BOLIVIA,"Maquinas etiquetadoras, papel autoadhesivos y etiquetas de Seguridad", Av. Radial 13 Nº 4140 entre 4to y 5to Anillo ,3281322,,www.etyflex.com,Autoadhesivos,,Máquinas etiquetadoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHALAR PEÑA MARIANO JORGE,, Av. Nuevo Palmar Calle 5 N° S/n ,73134727,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINO ARZE ASOCIADOS S.R.L.,, Av. MonseÑor Rivero N° 359 Edificio: Milenio Piso: 2 Oficina: 3 ,3376052,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVISIONA SERVICIOS,, Calle Independencia N° 479 ,3318568,,,Otras actividades de dotación de recursos humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQUAMATIC,, Barrio Casco Viejo_calle Sara N° 460 ,3215946,,,"Servicios de lavado y limpieza, incluida la limpieza en seco, de productos texti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANADERIA LOURDES,, Pasaje Obispo Aguirre N° 165 ,70967094,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGENCIA DESPACHANTES DE ADUANAS C. LLANOS R.,Servicios de aduana, Calle Ñuflo de Chavez 432 ,3339707,claudiollanos@hotmail.com,www.claudiollanos.web.bo,Agencias despachantes de aduana,3644026,Exportaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINIL CUT LETREROS,, Av.mutualista N° 3380 ,3220111,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROTECCION FISICA Y RECURSOS HUMANOS JIRE S.R.L.,, Av. Juan Pablo Ii Barrio Estacion Argentina N° 3195 ,3470104,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.S.I.O. EMPRESA DE SERVICIOS INTEGRALES Y OBRA CIVIL,, C/14 De Abril Y Av. Olimpica N° 3 ,76437791,,,Construcción de edificaciones ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONIO MACEDA MARIACA,, Calle Santa BÁrbara N° 118 ,70247677,,,"Servicios de lavado y limpieza, incluida la limpieza en seco, de productos texti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMERAS S.R.L.,, 3er Anillo Externo Calle Martin De Almendras N° 3315 ,3487837,,,"Reparación de maquinaria minera, industrial y de uso agropecuario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANT CASARAO,Self service por kilo, Av. Centenario - Shopping Comercial Cañoto ,3375942,,www.casaraobolivia.com,Restaurantes buffet,,Restaurantes de comida internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROTECCION EPSILON,, Calle Gabriel Jose Moreno N° 3590 ,3365057,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINICCIO-ORSINI,, C/ Rene Moreno/pari Edf. Don Alcides Of. 220 ,3303265,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABLO IVANOV ROMERO JALDIN,, Calle G. Hurtado B/ Magisterio N° 3565 ,3466710,,,Reparación de equipo electrónico y óptico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANITA ARAUZ COLOR Y STYLO,, Calle Mutun (b/santa Rosita) N° 65 ,3581506,,,Servicios de peluquería y otros tratamientos de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.S.G. VARGAS,, C/santa Cruz N° S/n ,71317422,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERTO GIORDANO SALONES,Salones de belleza, Monseñor Santiestevan - Cine Center ,3304331,,www.robertogiordano.web.bo,Bronceado corporal,76006742,Centros de estética corporal,Maquillaje para damas,,,Peluquerías ,,Salones de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS EL COCINERO BEATRIZ PEREIRA,," C/raquel Sosa De Gutierrez, Barrio Conavi N° 61 ",3522883,,,Actividades de envasado y empaquetado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXINOS S.A. INFRAESTRUCTURA Y SERVICIOS TECNOLOGICOS,, Calle Padre Musani N° 55 ,3145476,,,Fabricación de otros tipos de equipo eléctrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRES ACONDICIONADOS CRONEMBOLD,, Calle Beni N° 70 ,3348799,,,Reparación de aparatos de uso doméstico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDATEC INGENIERIA AMBIENTAL S.R.L.,, Calle Reyes Cardona N° 261 ,3345041,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.M.C.A.C.,, Avda. Busch N° 32 ,952-4554,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDINEX Srl.,Consultores, Calle Ballivián 179 ,3376257,ag_cabrera@hotmail.com,www.audinex.web.bo,Auditores,,Consultoras contables,Consultoras en administración y gestión empresarial,,,Consultoras financieras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIGENOS MANUFACTURADOS OXYMAN S.A.,," Avenida San Martin, Calle F Este N° 360 ",341-5505,,,Fabricación de sustancias químicas básicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIER ENTRETENIMIENTO,, Calle Majo N° 224 ,3422005,,,Alquiler de otros efectos personales y enseres domésticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLO EL S.R.L.,, Av. Kempff Mercado N° S/n ,332-6444,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIA TERRA,," Av. Urubo, Dpto. 120, Barrio Colinas Del Urubo N° S/n Edificio: Urubo Mall Piso: 1 Oficina: 120 ",3414789,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.G.V. CONSULTORIA Y CONSTRUCCIONES,, Calle Piso Firme N° 3767 ,3438612,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSTAL DOÑA ALICIA,Con la tradicional atención de calidad de la familia Cortez, Av. Cristóbal de Mendoza 344 (frente a la iglesia La Santa Cruz) ,3371750,reservas@hostaldonaalicia.com,www.hostaldonaalicia.com,Hostales,3326863,Salones de eventos sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTENZA S.R.L.,, Calle Horacion Rios N° 54 ,3338181,,,Otras actividades de limpieza de edificios e instalaciones industriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICA HIROSHI,, Avenida Uruguay N° 735. ,,,,Reparación de aparatos electrónicos de consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIGENOS COPETROL S.R.L.,," Av. Juan Pablo Ii, Barrio El Trompillo N° 200 ",3531897,,,Fabricación de sustancias químicas básicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIA CONSTRUCCIONES Y SERVICIOS S.R.L.,, Av. EscuadrÓn Velasco Esquina 3er. Anillo Externo N° 3080 Piso: 1 Oficina: 2 ,3-504028,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&T CONSTRUCCIONES Y SERVICIOS S.R.L.,, UrbanizaciÓn Las Palmeras N° 37 ,3527909,,,Instalación de sistemas eléctricos en edificaciones y estructuras de ingeniería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADERPARK BOLIVIA,Madera, Av. Alemana Calle 10 - 3155 entre 3er y 4to anillo ,3435275,maderparkbolivia@hotmail.com,www.maderparkbolivia.web.bo,Industrias madereras,,Muebles de madera,Pisos de madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POCHO S SERVICE S.R.L.,, Calle Mandiore N° 62 ,3394208,,,Otras actividades de limpieza de edificios e instalaciones industriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIMED,, Calle Angel Zambrana N° 4 ,352-0204,,,Servicios médicos y odontológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIGENO Y GASES INDUSTRIALES GASOX S.R.L.,, Doble Via A La Guardia Km. 8 1/2 ,3599026,,,Fabricación de sustancias químicas básicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHG CONSULTING LTDA,, Calle 7 Oeste O Calle Cordova N° 24 ,3418550,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DULFREDO LUIS ZAMBRANA LOAYZA,, Calle Nicaragua N° 26 ,6226123,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIOLETA,, C/rafael PeÑa N° 217 Piso: Pbn ,78515600,,,Servicios médicos y odontológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIGENO DE BOLIVIA S.A.,, Av. Santos Dumont Barrio Carmen Zabala N° 7000 ,3564774,,,Fabricación de sustancias químicas básicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIE DERECHO S.R.L.,," Calle Avaroa N° 40, Barrio Casco Viejo N° 40 ",3330503,,,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VETERINARIA UNIVERSO,, Avenida Japon Tercer Anillo Externo N° 3045 ,3461466,,,Actividades veterinarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS LOMITOS,Churrasqueria, Av. Uruguay Nº 758 ,3328696-3326350,,www.loslomitos.web.bo,Churrasquerías,,Restaurantes de comida internacional,Restaurantes de comida nacional criolla,,,Restaurantes de comida rápida ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DU PONT CONSTRUCCION Y CONSULTORIA DE OBRAS CIVILES,," Avenida Los Penocos,calle Nº 1 N° 4075 ",3472969,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORVE,, Av. Plan 3000 N° S/n ,76488161,,,"Aserrado, secado, tableado, descortezado y cepillado de madera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIMAX S.R.L.,, C/ Independencia N° 264 ,39224600,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VETERINARIA SAN MATEO,, Calle Tiguipa N° 60 ,3599832,,,Actividades veterinarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL Security Enterprise SRL,, Calle Campero Nº 50 Entre Sucre y Bolivar ,3394208,rlscz@rl-security.com,,Equipos y dispositivos de seguridad,,Seguridad física privada y vigilancia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO JAKSIC BENDECK,, C/ Rio Grande N° 10 ,3580099,,,"Actividades de plantación, cuidado y mantenimiento de parques, jardines en áreas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRJ CONSTRUCCIONES,, Barrio Cordecruz Calle Nº 05 Este N° 76 ,3465707,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTOPEDIA GASCON,, C/espaÑa N° 550 Edificio: Anglaril Piso: Pb ,3328935,,,Fabricación instrumentos y materiales médicos y odontológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIDENT,, C/republiquetas Esq. Potosi N° 321 ,3352881,,,Servicios médicos y odontológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
